Transaction_ID,Customer_ID,Transaction_Date,Description,Amount,Classification_Tag,Transaction_Time,Status
TXN452709,CUST0048,14/01/2024,Electricity bill payment,7.07,Bill_Payments,08:27:12,Completed
TXN416489,CUST0117,06/01/2024,ATM withdrawal,674.89,Withdrawals,09:30:18,Completed
TXN940804,CUST0181,24/02/2024,E-wallet top-up,182.15,Pre-Funding,02:57:56,Completed
TXN842420,CUST0095,19/02/2024,E-wallet top-up,1317.42,Pre-Funding,00:00:10,Completed
TXN997706,CUST0089,10/01/2024,Bank transfer to savings,4159.25,Transfers,07:12:16,Completed
TXN287487,CUST0034,05/02/2024,Money transfer via mobile,3174.55,Transfers,05:40:01,Completed
TXN831082,CUST0065,16/02/2024,Internet subscription renewal,1113.19,Bill_Payments,12:12:12,Completed
TXN566744,CUST0138,23/02/2024,Cash withdrawal at branch,1285.16,Withdrawals,05:56:39,Completed
TXN139222,CUST0008,13/01/2024,Water bill settlement,2553.32,Bill_Payments,15:29:44,Completed
TXN814515,CUST0126,17/01/2024,Grocery store card payment,1258.71,Card_Payments,14:02:23,Pending
TXN595965,CUST0002,04/02/2024,Cash withdrawal at branch,1210.03,Withdrawals,13:58:32,Pending
TXN198755,CUST0007,31/01/2024,Grocery store card payment,34.53,Card_Payments,18:32:52,Completed
TXN530040,CUST0161,03/02/2024,Account pre-funding deposit,1323.32,Pre-Funding,22:31:01,Cancelled
TXN425474,CUST0109,23/01/2024,E-wallet top-up,881.65,Pre-Funding,19:45:59,Completed
TXN604124,CUST0060,14/01/2024,Salary deposit,4185.23,Pre-Funding,14:31:33,Completed
TXN972063,CUST0175,28/01/2024,Grocery store card payment,30.06,Card_Payments,03:47:20,Completed
TXN439817,CUST0013,18/02/2024,Restaurant bill payment,4969.49,Card_Payments,07:54:43,Pending
TXN647644,CUST0134,04/02/2024,Cash withdrawal at branch,3797.96,Withdrawals,06:17:03,Completed
TXN324465,CUST0101,22/01/2024,POS cash withdrawal,355.86,Withdrawals,12:31:15,Completed
TXN605186,CUST0110,12/02/2024,Salary deposit,2976.76,Pre-Funding,07:36:42,Completed
TXN396376,CUST0107,13/02/2024,Salary deposit,5.26,Pre-Funding,21:44:13,Pending
TXN842800,CUST0141,01/01/2024,Cash withdrawal at branch,3015.96,Withdrawals,13:19:37,Completed
TXN882302,CUST0025,02/02/2024,Internet subscription renewal,576.36,Bill_Payments,14:13:07,Completed
TXN744216,CUST0050,17/01/2024,Electricity bill payment,19.07,Bill_Payments,08:48:03,Completed
TXN661903,CUST0063,19/02/2024,Account pre-funding deposit,1895.86,Pre-Funding,17:43:43,Completed
TXN456565,CUST0074,21/02/2024,Salary deposit,619.32,Pre-Funding,10:22:39,Completed
TXN806616,CUST0064,06/01/2024,Grocery store card payment,4611.58,Card_Payments,14:10:03,Refunded
TXN527401,CUST0162,05/02/2024,Internet subscription renewal,13169.41,Bill_Payments,02:22:00,Pending
TXN250003,CUST0017,26/01/2024,Online purchase - electronics,4600.19,Card_Payments,18:01:20,Completed
TXN626979,CUST0171,30/01/2024,Wire transfer received,2961.41,Transfers,08:29:31,Completed
TXN897428,CUST0034,07/01/2024,Internet subscription renewal,4073.51,Bill_Payments,19:06:59,Completed
TXN228083,CUST0192,19/02/2024,Account pre-funding deposit,883.24,Pre-Funding,02:37:16,Completed
TXN495724,CUST0121,03/02/2024,Salary deposit,4686.14,Pre-Funding,00:07:01,Completed
TXN720889,CUST0009,11/02/2024,Online purchase - electronics,3312.22,Card_Payments,13:33:47,Completed
TXN825196,CUST0009,02/02/2024,Restaurant bill payment,1308.08,Card_Payments,23:49:09,Completed
TXN902069,CUST0086,11/01/2024,Water bill settlement,4.61,Bill_Payments,00:51:49,Completed
TXN665867,CUST0191,18/01/2024,Grocery store card payment,635.63,Card_Payments,12:24:11,Completed
TXN991907,CUST0060,05/01/2024,Restaurant bill payment,12010.17,Card_Payments,16:57:54,Completed
TXN168283,CUST0011,04/01/2024,Water bill settlement,4492.5,Bill_Payments,06:18:48,Refunded
TXN314976,CUST0082,28/01/2024,ATM withdrawal,4067.59,Withdrawals,16:09:44,Completed
TXN582462,CUST0060,01/02/2024,Account pre-funding deposit,4284.4,Pre-Funding,15:40:11,Pending
TXN122250,CUST0172,15/02/2024,POS cash withdrawal,1377.77,Withdrawals,15:16:49,Completed
TXN901876,CUST0024,18/02/2024,Internet subscription renewal,4826.02,Bill_Payments,17:02:18,Cancelled
TXN802989,CUST0011,23/02/2024,Water bill settlement,1168.02,Bill_Payments,04:02:24,Completed
TXN830619,CUST0180,18/02/2024,ATM withdrawal,17172.13,Withdrawals.  ,19:53:02,Completed
TXN362214,CUST0001,02/02/2024,Bank transfer to savings,1906.18,Transfers,07:16:24,Completed
TXN318915,CUST0039,05/01/2024,Grocery store card payment,31.71,Card_Payments,19:50:49,Completed
TXN233590,CUST0150,12/01/2024,ATM withdrawal,1187.62,Withdrawals,13:54:15,Completed
TXN733933,CUST0002,04/01/2024,Money transfer via mobile,1402.86,Transfers,11:06:56,Completed
TXN504455,CUST0139,26/02/2024,Grocery store card payment,13135.84,Card_Payments,10:58:22,Pending
TXN338809,CUST0028,18/01/2024,ATM withdrawal,3384,Withdrawals,16:55:21,Cancelled
TXN738790,CUST0023,08/02/2024,Electricity bill payment,10762.51,BillPayments,23:57:53,Completed
TXN401553,CUST0146,21/02/2024,E-wallet top-up,1.25,Pre-Funding,16:24:08,Completed
TXN360790,CUST0199,11/01/2024,Salary deposit,1582.78,Prefunding,11:57:24,Completed
TXN694460,CUST0029,19/02/2024,Water bill settlement,2363.23,Bill_Payments,11:57:52,Completed
TXN690852,CUST0016,06/02/2024,Wire transfer received,1216.07,Transfers,01:31:20,Pending
TXN230325,CUST0103,14/02/2024,Restaurant bill payment,3633.62,Card_Payments,17:35:52,Pending
TXN475587,CUST0036,09/01/2024,POS cash withdrawal,2581.1,Withdrawals,11:52:01,Completed
TXN188303,CUST0016,01/02/2024,Cash withdrawal at branch,1811.37,Withdrawals,09:25:08,Completed
TXN144524,CUST0096,20/01/2024,Restaurant bill payment,19221.62,Card_Payments,01:26:24,Completed
TXN388617,CUST0142,10/01/2024,Money transfer via mobile,1781.02,Transfers,14:46:48,Completed
TXN924280,CUST0138,16/01/2024,Grocery store card payment,19.96,Card_Payments,04:54:07,Completed
TXN316332,CUST0079,08/01/2024,Bank transfer to savings,47,Transfers,01:53:36,Completed
TXN331682,CUST0055,22/02/2024,Money transfer via mobile,39.36,Transfers,00:01:14,Completed
TXN203086,CUST0023,05/02/2024,Salary deposit,3352.81,Pre-Funding,15:46:28,Refunded
TXN730015,CUST0119,03/01/2024,POS cash withdrawal,3472.02,Withdrawals,14:22:08,Chargeback
TXN692409,CUST0187,02/02/2024,Grocery store card payment,3744.47,Card_Payments,07:03:41,Pending
TXN476822,CUST0199,08/02/2024,POS cash withdrawal,3211.93,Withdrawals,02:36:46,Completed
TXN885940,CUST0171,01/02/2024,ATM withdrawal,1930.59,Withdrawals,22:57:25,Refunded
TXN210229,CUST0068,01/01/2024,Cash withdrawal at branch,15.64,Withdrawals,11:28:17,Completed
TXN295195,CUST0130,24/01/2024,Grocery store card payment,47.97,Card_Payments,10:43:57,Pending
TXN844903,CUST0042,06/01/2024,Salary deposit,4055.69,Pre-Funding,12:53:11,Completed
TXN629531,CUST0133,27/01/2024,ATM withdrawal,1124.06,Withdrawals,18:06:43,Refunded
TXN170549,CUST0028,05/01/2024,Account pre-funding deposit,1517.67,Pre-Funding,06:00:19,Completed
TXN168423,CUST0077,15/02/2024,ATM withdrawal,1170.31,Withdrawals,22:49:38,Completed
TXN889151,CUST0024,07/02/2024,Account pre-funding deposit,3678.72,Pre-Funding,11:31:04,Cancelled
TXN501111,CUST0191,16/01/2024,Restaurant bill payment,9539.22,Card_Payments,16:58:08,Completed
TXN183185,CUST0084,25/01/2024,Water bill settlement,326.9,Bill_Payments,11:34:41,Completed
TXN864580,CUST0087,24/02/2024,ATM withdrawal,4630.34,Withdrawals,13:27:00,Completed
TXN213552,CUST0090,16/02/2024,POS cash withdrawal,2310.15,Withdrawals,02:57:42,Completed
TXN629686,CUST0030,07/01/2024,Cash withdrawal at branch,7398.82,Withdrawals,01:20:37,Completed
TXN934918,CUST0034,28/02/2024,Cash withdrawal at branch,36.27,Withdrawals,17:31:14,Cancelled
TXN209753,CUST0095,18/02/2024,Online purchase - electronics,732.05,Card_Payments,10:17:49,Completed
TXN544058,CUST0135,02/01/2024,Wire transfer received,231.36,Transfers,08:07:48,Completed
TXN342062,CUST0086,24/02/2024,Bank transfer to savings,2772.7,Transfers,22:50:47,Completed
TXN612345,CUST0001,10/01/2024,Online purchase - electronics,2503.68,Card_Payments,14:22:55,Completed
TXN272064,CUST0073,23/01/2024,Online purchase - electronics,1989.57,Card_Payments,10:04:58,Completed
TXN520156,CUST0192,12/02/2024,ATM withdrawal,3476.48,Withdrawals,01:03:06,Completed
TXN100586,CUST0048,29/01/2024,Water bill settlement,1051.29,Bill_Payments,18:18:03,Completed
TXN716986,CUST0107,16/02/2024,Account pre-funding deposit,1781.79,Pre-Funding,13:39:49,Pending
TXN821979,CUST0122,07/01/2024,Water bill settlement,3896.98,Bill_Payments,21:22:52,Completed
TXN644332,CUST0100,18/01/2024,Salary deposit,4201.13,Pre-Funding,03:57:38,Pending
TXN511486,CUST0066,02/01/2024,Water bill settlement,22.56,Bill_Payments,15:23:54,Completed
TXN986868,CUST0114,03/02/2024,Cash withdrawal at branch,17.18,Withdrawals,21:04:40,Completed
TXN971567,CUST0151,02/01/2024,ATM withdrawal,1732.76,Withdrawals,08:27:35,Completed
TXN432994,CUST0017,23/01/2024,POS cash withdrawal,4830.07,Withdrawals,10:58:10,Completed
TXN449714,CUST0175,08/01/2024,Grocery store card payment,4726.43,Card_Payments,06:04:53,Completed
TXN449706,CUST0192,22/01/2024,Online purchase - electronics,1173.49,Card_Payments,17:12:08,Completed
TXN516549,CUST0022,06/02/2024,POS cash withdrawal,1.06,Withdrawals,21:01:09,Completed
TXN572966,CUST0152,02/01/2024,Electricity bill payment,3334.76,Bill_Payments,12:57:33,Completed
TXN191157,CUST0068,25/02/2024,Account pre-funding deposit,1238.75,Pre-Funding,15:29:56,Completed
TXN692338,CUST0011,29/02/2024,Online purchase - electronics,1683.76,Card_Payments,11:49:00,Completed
TXN395485,CUST0056,10/01/2024,Electricity bill payment,676.28,Bill_Payments,11:42:02,Pending
TXN993831,CUST0070,10/02/2024,POS cash withdrawal,4977.54,Withdrawals,01:03:08,Completed
TXN136706,CUST0124,25/02/2024,Online purchase - electronics,4397.11,Card_Payments,22:31:29,Completed
TXN422997,CUST0139,22/01/2024,Electricity bill payment,1318.63,Bill_Payments,16:38:59,Cancelled
TXN557164,CUST0068,25/01/2024,Account pre-funding deposit,1862.57,Pre-Funding,21:13:10,Completed
TXN630867,CUST0081,19/01/2024,Internet subscription renewal,2774.35,Bill_Payments,02:20:44,Completed
TXN279119,CUST0109,02/01/2024,Grocery store card payment,2747.55,Card_Payments,04:51:09,Completed
TXN810535,CUST0049,25/01/2024,Online purchase - electronics,4980.37,Card_Payments,14:03:39,Completed
TXN386942,CUST0182,07/01/2024,Money transfer via mobile,18579.09,Transfers,15:57:38,Completed
TXN991713,CUST0041,26/02/2024,Money transfer via mobile,4.57,Transfers,10:48:03,Completed
TXN559370,CUST0067,12/01/2024,Electricity bill payment,2116.29,Bill_Payments,16:27:48,Completed
TXN564209,CUST0036,02/02/2024,Cash withdrawal at branch,33.98,Withdrawals,09:13:50,Completed
TXN922386,CUST0200,05/02/2024,Internet subscription renewal,16.34,Bill_Payments,11:11:32,Completed
TXN428686,CUST0016,09/02/2024,ATM withdrawal,295.73,Withdrawals,05:55:34,Completed
TXN344378,CUST0067,01/02/2024,Restaurant bill payment,3619.2,Card_Payments,19:43:30,Completed
TXN807930,CUST0137,01/03/2024,ATM withdrawal,4153.92,Withdrawals,00:35:58,Cancelled
TXN484356,CUST0196,24/02/2024,Electricity bill payment,1572.55,Bill_Payments,22:20:50,Completed
TXN720071,CUST0190,04/02/2024,Internet subscription renewal,1093.8,Bill_Payments,23:41:27,Completed
TXN909035,CUST0098,20/02/2024,Internet subscription renewal,2426.22,Bill_Payments,02:24:30,Refunded
TXN943090,CUST0032,22/02/2024,Internet subscription renewal,4042.78,Bill_Payments,05:15:34,Completed
TXN917393,CUST0014,24/02/2024,Bank transfer to savings,9210.48,Transfers,16:30:49,Completed
TXN162998,CUST0053,05/01/2024,E-wallet top-up,587.19,Pre-Funding,02:52:00,Completed
TXN794606,CUST0178,30/01/2024,Electricity bill payment,100.99,Bill_Payments,17:28:24,Completed
TXN838643,CUST0197,22/02/2024,Wire transfer received,3051.5,Transfers,15:48:26,Completed
TXN680067,CUST0147,01/03/2024,Salary deposit,366.5,Pre-Funding,08:21:27,Completed
TXN931338,CUST0196,13/01/2024,E-wallet top-up,94.56,Pre-Funding,22:07:02,Completed
TXN323783,CUST0084,17/01/2024,Salary deposit,2515.25,Pre-Funding,05:51:12,Completed
TXN209712,CUST0008,05/02/2024,Salary deposit,30.28,Pre-Funding,03:17:52,Cancelled
TXN361323,CUST0065,13/02/2024,Online purchase - electronics,2593.93,Card_Payments,00:33:32,Completed
TXN673546,CUST0099,27/02/2024,Salary deposit,1486.22,Pre-Funding,05:10:05,Pending
TXN299380,CUST0043,25/02/2024,Restaurant bill payment,2457.67,Card_Payments,23:31:59,Pending
TXN753357,CUST0026,09/01/2024,Cash withdrawal at branch,8408.53,Withdrawals,01:17:07,Completed
TXN592401,CUST0037,11/01/2024,Online purchase - electronics,47.64,Card_Payments,22:29:30,Completed
TXN141288,CUST0040,01/02/2024,Bank transfer to savings,1991.75,Transfers,12:46:26,Cancelled
TXN358934,CUST0099,18/01/2024,Internet subscription renewal,3493.46,Bill_Payments,02:20:37,Completed
TXN597387,CUST0181,29/02/2024,Wire transfer received,9388.68,Transfers,16:30:57,Completed
TXN697033,CUST0118,02/01/2024,Grocery store card payment,816.04,Card_Payments,16:29:06,Completed
TXN307638,CUST0179,18/01/2024,Internet subscription renewal,24.86,Bill_Payments,14:57:34,Completed
TXN342009,CUST0136,04/02/2024,ATM withdrawal,2396.2,Withdrawals,14:08:49,Completed
TXN508813,CUST0154,28/02/2024,E-wallet top-up,989.93,Pre-Funding,17:24:03,Completed
TXN566835,CUST0016,02/01/2024,Wire transfer received,2635.55,Transfers,07:04:38,Completed
TXN520659,CUST0142,22/01/2024,Bank transfer to savings,4700.64,Transfers,04:48:27,Completed
TXN975083,CUST0154,07/02/2024,E-wallet top-up,2924.29,Pre-Funding,03:04:20,Completed
TXN596074,CUST0177,07/01/2024,Bank transfer to savings,17.23,Transfers,23:44:17,Pending
TXN456341,CUST0006,21/01/2024,Grocery store card payment,4142.54,Card_Payments,23:26:09,Completed
TXN186765,CUST0109,28/02/2024,Salary deposit,3218.05,Pre-Funding,04:41:49,Completed
TXN259082,CUST0006,23/01/2024,Electricity bill payment,1955.03,Bill_Payments,03:54:51,Completed
TXN490388,CUST0086,18/02/2024,Salary deposit,1919.12,Pre-Funding,08:39:37,Completed
TXN944924,CUST0004,11/02/2024,ATM withdrawal,1543.19,Withdrawals,16:35:12,Completed
TXN128701,CUST0111,12/01/2024,Restaurant bill payment,3511.02,Card_Payments,04:38:40,Completed
TXN775705,CUST0031,14/02/2024,Money transfer via mobile,192.17,Transfers,07:04:57,Completed
TXN344575,CUST0032,27/02/2024,ATM withdrawal,14177.4,Withdrawals,16:47:46,Pending
TXN298480,CUST0076,21/01/2024,Grocery store card payment,738.03,Card_Payments,16:27:36,Completed
TXN115261,CUST0170,05/02/2024,Bank transfer to savings,2314.25,Transfers,15:37:26,Completed
TXN222376,CUST0140,06/01/2024,Restaurant bill payment,5.82,Card_Payments,21:38:42,Completed
TXN789991,CUST0033,04/01/2024,Water bill settlement,3349.2,Bill_Payments,18:02:21,Completed
TXN608631,CUST0092,14/02/2024,Electricity bill payment,4908.32,Bill_Payments,04:59:40,Pending
TXN509059,CUST0069,07/02/2024,Restaurant bill payment,3377.21,Card_Payments,10:10:17,Completed
TXN525285,CUST0022,22/01/2024,Wire transfer received,2366.71,Transfers,08:57:48,Completed
TXN591202,CUST0190,01/02/2024,Online purchase - electronics,12054.54,Card_Payments,12:13:00,Completed
TXN459848,CUST0147,16/01/2024,Bank transfer to savings,4546.67,Transfers,11:55:09,Completed
TXN374675,CUST0036,11/01/2024,Grocery store card payment,452.51,Card_Payments,08:03:10,Completed
TXN752942,CUST0165,12/01/2024,Wire transfer received,26.66,Transfers,22:17:55,Completed
TXN404484,CUST0155,25/02/2024,ATM withdrawal,2275.44,Withdrawals,14:15:44,Completed
TXN572735,CUST0048,19/01/2024,Grocery store card payment,1988.21,Card_Payments,02:10:57,Pending
TXN401279,CUST0013,29/01/2024,Bank transfer to savings,3241.25,Transfers,21:20:39,Completed
TXN413736,CUST0149,25/01/2024,Cash withdrawal at branch,31.99,Withdrawals,05:26:39,Completed
TXN903548,CUST0073,26/02/2024,Cash withdrawal at branch,3436.65,Withdrawals,05:32:38,Completed
TXN185433,CUST0115,02/02/2024,E-wallet top-up,3498.51,Pre-Funding,09:23:59,Pending
TXN210649,CUST0157,26/02/2024,Wire transfer received,2057.54,Transfers,18:58:14,Completed
TXN800859,CUST0101,01/01/2024,Restaurant bill payment,8060.23,Card_Payments,18:17:27,Completed
TXN225313,CUST0167,23/01/2024,Account pre-funding deposit,3649.49,Pre-Funding,14:00:27,Completed
TXN500659,CUST0154,17/02/2024,Grocery store card payment,2242.43,Card_Payments,07:10:55,Completed
TXN138698,CUST0105,04/02/2024,Cash withdrawal at branch,1873.48,Withdrawals,10:00:34,Completed
TXN363478,CUST0037,20/01/2024,Salary deposit,4574.67,Pre-Funding,09:41:49,Completed
TXN527011,CUST0116,10/01/2024,Restaurant bill payment,14.59,Card_Payments,04:24:24,Completed
TXN995195,CUST0088,16/02/2024,Cash withdrawal at branch,15600.68,Withdrawals,09:36:08,Completed
TXN690293,CUST0084,11/01/2024,Cash withdrawal at branch,106.16,Withdrawals,05:24:11,Completed
TXN535627,CUST0056,21/02/2024,Account pre-funding deposit,1122.06,Pre-Funding,18:25:59,Refunded
TXN228230,CUST0060,22/02/2024,Cash withdrawal at branch,4371.44,Withdrawals,00:30:58,Completed
TXN320727,CUST0066,13/02/2024,Cash withdrawal at branch,2098.99,Withdrawals,23:19:57,Completed
TXN764452,CUST0134,05/01/2024,Cash withdrawal at branch,3406.01,Withdrawals,05:42:33,Completed
TXN272203,CUST0001,03/01/2024,E-wallet top-up,3254.04,Pre-Funding,11:16:54,Completed
TXN541600,CUST0050,21/01/2024,POS cash withdrawal,4157.25,Withdrawals,15:15:23,Completed
TXN587245,CUST0188,13/02/2024,Online purchase - electronics,4330.51,Card_Payments,19:28:06,Completed
TXN847158,CUST0174,10/01/2024,Online purchase - electronics,2610.15,Card_Payments,10:56:14,Refunded
TXN755083,CUST0017,31/01/2024,E-wallet top-up,5800.13,Pre-Funding,21:46:44,Completed
TXN916758,CUST0176,05/01/2024,Money transfer via mobile,4669.95,Transfers,17:29:24,Completed
TXN329190,CUST0148,21/02/2024,Salary deposit,30.43,Pre-Funding,22:38:39,Completed
TXN825252,CUST0056,18/01/2024,POS cash withdrawal,1001.59,Withdrawals,02:50:29,Refunded
TXN151240,CUST0114,15/01/2024,ATM withdrawal,15136.25,Withdrawals,13:36:15,Completed
TXN649549,CUST0068,11/02/2024,Electricity bill payment,4788.81,Bill_Payments,16:50:11,Completed
TXN634975,CUST0005,25/02/2024,Money transfer via mobile,2382.95,Transfers,15:36:58,Completed
TXN245490,CUST0015,02/02/2024,Account pre-funding deposit,15014.72,Pre-Funding,20:29:16,Completed
TXN408445,CUST0158,25/02/2024,Restaurant bill payment,66.37,Card_Payments,06:05:58,Cancelled
TXN638006,CUST0076,28/02/2024,Account pre-funding deposit,3996.95,Pre-Funding,09:43:03,Completed
